 Title:, Report generated using easywire version: 2020.2.0.7090

 S/N:, 0179AD4061
 Final Test Result:, Failed
 Station ID:, flex
 Test Date:, 29/8/2025
 Test Time:, 5:17:42 AM
 Test Name:, 11796-0315-Leakage Rev A_MOD FOR FLEX
 Fixture Status:, Fixture failed verification on 31/1/2024 3:17:42 PM

 Title:, Revision Information

 Last Modified:, 30/1/2024 4:10:38 PM
 Revision:, 
 Modified By:, Test Engineer
 Comment:, 

 Title:, Error Details

 #, Type, From Points, To Points, Expected 1, Measured 1, Instruction Detail
 39, CUSTOM, A82 (DIB - SIGNAL), , 481 pA, ," Measured 481.209 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 40, CUSTOM, A84 (DIB - SIGNAL), , 684 pA, ," Measured 683.751 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 41, CUSTOM, A86 (DIB - SIGNAL), , 354 pA, ," Measured 353.929 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 42, CUSTOM, C2 (DIB - SIGNAL), , 223 pA, ," Measured 222.531 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 43, CUSTOM, C4 (DIB - SIGNAL), , 139 pA, ," Measured 139.389 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 44, CUSTOM, C6 (DIB - SIGNAL), , 143 pA, ," Measured 143.283 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 45, CUSTOM, C8 (DIB - SIGNAL), , 185 pA, ," Measured 184.735 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 46, CUSTOM, C13 (DIB - SIGNAL), , 194 pA, ," Measured 193.978 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 47, CUSTOM, C15 (DIB - SIGNAL), , 248 pA, ," Measured 248.393 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 48, CUSTOM, C17 (DIB - SIGNAL), , 97 pA, ," Measured 97.405 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 49, CUSTOM, C19 (DIB - SIGNAL), , 134 pA, ," Measured 134.278 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 50, CUSTOM, C24 (DIB - SIGNAL), , 138 pA, ," Measured 138.368 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 51, CUSTOM, C26 (DIB - SIGNAL), , 212 pA, ," Measured 211.730 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 52, CUSTOM, C28 (DIB - SIGNAL), , 146 pA, ," Measured 145.807 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 53, CUSTOM, C30 (DIB - SIGNAL), , 369 pA, ," Measured 369.408 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 54, CUSTOM, C35 (DIB - SIGNAL), , 528 pA, ," Measured 528.086 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 55, CUSTOM, C37 (DIB - SIGNAL), , 210 pA, ," Measured 210.471 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 56, CUSTOM, C39 (DIB - SIGNAL), , 179 pA, ," Measured 179.163 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 57, CUSTOM, C41 (DIB - SIGNAL), , 117 pA, ," Measured 117.191 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 58, CUSTOM, C47 (DIB - SIGNAL), , 120 pA, ," Measured 119.904 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 59, CUSTOM, C49 (DIB - SIGNAL), , 195 pA, ," Measured 195.411 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 60, CUSTOM, C51 (DIB - SIGNAL), , 287 pA, ," Measured 286.531 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 61, CUSTOM, C53 (DIB - SIGNAL), , 191 pA, ," Measured 190.993 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 62, CUSTOM, C58 (DIB - SIGNAL), , 442 pA, ," Measured 441.930 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 63, CUSTOM, C60 (DIB - SIGNAL), , 282 pA, ," Measured 281.861 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 64, CUSTOM, C62 (DIB - SIGNAL), , 767 pA, ," Measured 766.985 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 65, CUSTOM, C64 (DIB - SIGNAL), , 592 pA, ," Measured 592.464 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 66, CUSTOM, C69 (DIB - SIGNAL), , 476 pA, ," Measured 476.356 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 67, CUSTOM, C71 (DIB - SIGNAL), , 166 pA, ," Measured 165.656 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 68, CUSTOM, C73 (DIB - SIGNAL), , 384 pA, ," Measured 384.041 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 69, CUSTOM, C75 (DIB - SIGNAL), , 287 pA, ," Measured 287.377 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 70, CUSTOM, C80 (DIB - SIGNAL), , 376 pA, ," Measured 376.392 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 71, CUSTOM, C82 (DIB - SIGNAL), , 359 pA, ," Measured 358.690 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 72, CUSTOM, C84 (DIB - SIGNAL), , 582 pA, ," Measured 582.263 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 73, CUSTOM, C86 (DIB - SIGNAL), , 651 pA, ," Measured 650.618 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 74, CUSTOM, E2 (DIB - SIGNAL), , 1.229 nA, ," Measured  1.229 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 75, CUSTOM, E4 (DIB - SIGNAL), , 612 pA, ," Measured 612.137 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 76, CUSTOM, E6 (DIB - SIGNAL), , 724 pA, ," Measured 723.707 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 77, CUSTOM, E8 (DIB - SIGNAL), , 259 pA, ," Measured 258.516 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 78, CUSTOM, E13 (DIB - SIGNAL), , 886 pA, ," Measured 885.832 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 79, CUSTOM, E15 (DIB - SIGNAL), , 227 pA, ," Measured 227.062 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 80, CUSTOM, E17 (DIB - SIGNAL), , 1.415 nA, ," Measured  1.415 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 81, CUSTOM, E19 (DIB - SIGNAL), , 216 pA, ," Measured 215.812 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 82, CUSTOM, E24 (DIB - SIGNAL), , 543 pA, ," Measured 543.132 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 83, CUSTOM, E26 (DIB - SIGNAL), , 544 pA, ," Measured 543.537 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 84, CUSTOM, E28 (DIB - SIGNAL), , 1.430 nA, ," Measured  1.430 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 85, CUSTOM, E30 (DIB - SIGNAL), , 171 pA, ," Measured 170.557 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 86, CUSTOM, E35 (DIB - SIGNAL), , 355 pA, ," Measured 355.166 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 87, CUSTOM, E37 (DIB - SIGNAL), , 219 pA, ," Measured 218.917 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 88, CUSTOM, E39 (DIB - SIGNAL), , 139 pA, ," Measured 138.648 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 89, CUSTOM, E41 (DIB - SIGNAL), , 396 pA, ," Measured 395.716 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 90, CUSTOM, E47 (DIB - SIGNAL), , 124 pA, ," Measured 124.049 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 91, CUSTOM, E49 (DIB - SIGNAL), , 163 pA, ," Measured 162.537 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 92, CUSTOM, E51 (DIB - SIGNAL), , 387 pA, ," Measured 386.788 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 93, CUSTOM, E53 (DIB - SIGNAL), , 481 pA, ," Measured 480.865 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 94, CUSTOM, E58 (DIB - SIGNAL), , 159 pA, ," Measured 159.419 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 95, CUSTOM, E60 (DIB - SIGNAL), , 180 pA, ," Measured 179.659 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 96, CUSTOM, E62 (DIB - SIGNAL), , 241 pA, ," Measured 240.932 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 97, CUSTOM, E64 (DIB - SIGNAL), , 424 pA, ," Measured 424.200 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 98, CUSTOM, E69 (DIB - SIGNAL), , 666 pA, ," Measured 665.782 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 99, CUSTOM, E71 (DIB - SIGNAL), , 415 pA, ," Measured 414.537 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 100, CUSTOM, E73 (DIB - SIGNAL), , 1.772 nA, ," Measured  1.772 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 101, CUSTOM, E75 (DIB - SIGNAL), , 906 pA, ," Measured 906.288 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 102, CUSTOM, E80 (DIB - SIGNAL), , 651 pA, ," Measured 650.695 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 103, CUSTOM, E82 (DIB - SIGNAL), , 242 pA, ," Measured 242.065 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 104, CUSTOM, E84 (DIB - SIGNAL), , 276 pA, ," Measured 276.295 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 105, CUSTOM, E86 (DIB - SIGNAL), , 121 pA, ," Measured 121.204 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 106, CUSTOM, G2 (DIB - SIGNAL), , 2.256 nA, ,  Measured  2.256 nAmps >  2.000 nA high limit (Keithley 2400.Hipot & Measure Current) [Failed: value suspect]
 107, CUSTOM, G4 (DIB - SIGNAL), , 444 pA, ," Measured 444.307 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 108, CUSTOM, G6 (DIB - SIGNAL), , 1.024 nA, ," Measured  1.024 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 109, CUSTOM, G8 (DIB - SIGNAL), , 360 pA, ," Measured 359.514 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 110, CUSTOM, G13 (DIB - SIGNAL), , 532 pA, ," Measured 532.022 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 111, CUSTOM, G15 (DIB - SIGNAL), , 633 pA, ," Measured 632.880 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 112, CUSTOM, G17 (DIB - SIGNAL), , 1.351 nA, ," Measured  1.351 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 113, CUSTOM, G19 (DIB - SIGNAL), , 330 pA, ," Measured 330.053 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 114, CUSTOM, G24 (DIB - SIGNAL), , 342 pA, ," Measured 342.343 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 115, CUSTOM, G26 (DIB - SIGNAL), , 614 pA, ," Measured 614.458 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 116, CUSTOM, G28 (DIB - SIGNAL), , 1.678 nA, ," Measured  1.678 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 117, CUSTOM, G30 (DIB - SIGNAL), , 167 pA, ," Measured 166.641 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 118, CUSTOM, G35 (DIB - SIGNAL), , 309 pA, ," Measured 309.120 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 119, CUSTOM, G37 (DIB - SIGNAL), , 349 pA, ," Measured 349.041 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 120, CUSTOM, G39 (DIB - SIGNAL), , 129 pA, ," Measured 128.524 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 121, CUSTOM, G41 (DIB - SIGNAL), , 400 pA, ," Measured 400.177 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 122, CUSTOM, G47 (DIB - SIGNAL), , 190 pA, ," Measured 189.916 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 123, CUSTOM, G49 (DIB - SIGNAL), , 261 pA, ," Measured 260.592 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 124, CUSTOM, G51 (DIB - SIGNAL), , 371 pA, ," Measured 370.973 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 125, CUSTOM, G53 (DIB - SIGNAL), , 352 pA, ," Measured 351.900 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 126, CUSTOM, G58 (DIB - SIGNAL), , 161 pA, ," Measured 160.775 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 127, CUSTOM, G60 (DIB - SIGNAL), , 213 pA, ," Measured 213.099 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 128, CUSTOM, G62 (DIB - SIGNAL), , 577 pA, ," Measured 576.718 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 129, CUSTOM, G64 (DIB - SIGNAL), , 268 pA, ," Measured 267.772 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 130, CUSTOM, G69 (DIB - SIGNAL), , 735 pA, ," Measured 734.885 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 131, CUSTOM, G71 (DIB - SIGNAL), , 736 pA, ," Measured 735.619 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 132, CUSTOM, G73 (DIB - SIGNAL), , 1.510 nA, ," Measured  1.510 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 133, CUSTOM, G75 (DIB - SIGNAL), , 659 pA, ," Measured 659.342 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 134, CUSTOM, G80 (DIB - SIGNAL), , 141 pA, ," Measured 141.192 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 135, CUSTOM, G82 (DIB - SIGNAL), , 326 pA, ," Measured 326.438 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 136, CUSTOM, G84 (DIB - SIGNAL), , 152 pA, ," Measured 152.434 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 137, CUSTOM, G86 (DIB - SIGNAL), , 125 pA, ," Measured 125.133 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 138, CUSTOM, A44 (DIB - DGS), , 97 pA, ," Measured 97.069 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 139, CUSTOM, B44 (DIB - DGS), , 122 pA, ," Measured 122.182 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 140, CUSTOM, F44 (DIB - DGS), , 281 pA, ," Measured 281.420 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 141, CUSTOM, G44 (DIB - DGS), , 273 pA, ," Measured 272.680 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"

