 Title:, Report generated using easywire version: 2020.2.0.7090

 S/N:, 01799E4061
 Final Test Result:, Failed
 Station ID:, flex
 Test Date:, 29/8/2025
 Test Time:, 3:40:01 AM
 Test Name:, 11796-0315-Leakage Rev A_MOD FOR FLEX
 Fixture Status:, Fixture failed verification on 31/1/2024 3:17:42 PM

 Title:, Revision Information

 Last Modified:, 30/1/2024 4:10:38 PM
 Revision:, 
 Modified By:, Test Engineer
 Comment:, 

 Title:, Error Details

 #, Type, From Points, To Points, Expected 1, Measured 1, Instruction Detail
 45, CUSTOM, C8 (DIB - SIGNAL), , 125 pA, ," Measured 125.043 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 46, CUSTOM, C13 (DIB - SIGNAL), , 299 pA, ," Measured 299.033 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 47, CUSTOM, C15 (DIB - SIGNAL), , 127 pA, ," Measured 127.294 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 48, CUSTOM, C17 (DIB - SIGNAL), , 122 pA, ," Measured 122.134 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 49, CUSTOM, C19 (DIB - SIGNAL), , 99 pA, ," Measured 99.279 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 50, CUSTOM, C24 (DIB - SIGNAL), , 110 pA, ," Measured 110.186 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 51, CUSTOM, C26 (DIB - SIGNAL), , 83 pA, ," Measured 83.352 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 52, CUSTOM, C28 (DIB - SIGNAL), , 113 pA, ," Measured 112.926 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 53, CUSTOM, C30 (DIB - SIGNAL), , 112 pA, ," Measured 112.465 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 54, CUSTOM, C35 (DIB - SIGNAL), , 114 pA, ," Measured 114.094 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 55, CUSTOM, C37 (DIB - SIGNAL), , 117 pA, ," Measured 116.800 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 56, CUSTOM, C39 (DIB - SIGNAL), , 100 pA, ," Measured 100.188 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 57, CUSTOM, C41 (DIB - SIGNAL), , 116 pA, ," Measured 115.940 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 58, CUSTOM, C47 (DIB - SIGNAL), , 92 pA, ," Measured 92.197 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 59, CUSTOM, C49 (DIB - SIGNAL), , 132 pA, ," Measured 131.859 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 60, CUSTOM, C51 (DIB - SIGNAL), , 117 pA, ," Measured 116.527 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 61, CUSTOM, C53 (DIB - SIGNAL), , 248 pA, ," Measured 248.393 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 62, CUSTOM, C58 (DIB - SIGNAL), , 565 pA, ," Measured 565.184 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 63, CUSTOM, C60 (DIB - SIGNAL), , 153 pA, ," Measured 152.659 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 64, CUSTOM, C62 (DIB - SIGNAL), , 234 pA, ," Measured 233.697 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 65, CUSTOM, C64 (DIB - SIGNAL), , 188 pA, ," Measured 187.763 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 66, CUSTOM, C69 (DIB - SIGNAL), , 154 pA, ," Measured 154.148 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 67, CUSTOM, C71 (DIB - SIGNAL), , 154 pA, ," Measured 153.945 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 68, CUSTOM, C73 (DIB - SIGNAL), , 121 pA, ," Measured 121.148 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 69, CUSTOM, C75 (DIB - SIGNAL), , 109 pA, ," Measured 109.200 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 70, CUSTOM, C80 (DIB - SIGNAL), , 127 pA, ," Measured 126.665 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 71, CUSTOM, C82 (DIB - SIGNAL), , 168 pA, ," Measured 167.509 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 72, CUSTOM, C84 (DIB - SIGNAL), , 141 pA, ," Measured 141.242 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 73, CUSTOM, C86 (DIB - SIGNAL), , 182 pA, ," Measured 182.072 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 74, CUSTOM, E2 (DIB - SIGNAL), , 621 pA, ," Measured 621.025 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 75, CUSTOM, E4 (DIB - SIGNAL), , 322 pA, ," Measured 321.713 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 76, CUSTOM, E6 (DIB - SIGNAL), , 318 pA, ," Measured 317.861 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 77, CUSTOM, E8 (DIB - SIGNAL), , 257 pA, ," Measured 256.930 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 78, CUSTOM, E13 (DIB - SIGNAL), , 238 pA, ," Measured 237.892 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 79, CUSTOM, E15 (DIB - SIGNAL), , 259 pA, ," Measured 258.817 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 80, CUSTOM, E17 (DIB - SIGNAL), , 390 pA, ," Measured 389.894 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 81, CUSTOM, E19 (DIB - SIGNAL), , 207 pA, ," Measured 207.325 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 82, CUSTOM, E24 (DIB - SIGNAL), , 321 pA, ," Measured 320.601 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 83, CUSTOM, E26 (DIB - SIGNAL), , 304 pA, ," Measured 304.185 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 84, CUSTOM, E28 (DIB - SIGNAL), , 430 pA, ," Measured 429.878 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 85, CUSTOM, E30 (DIB - SIGNAL), , 251 pA, ," Measured 251.099 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 86, CUSTOM, E35 (DIB - SIGNAL), , 186 pA, ," Measured 185.603 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 87, CUSTOM, E37 (DIB - SIGNAL), , 4.450 nA, ,  Measured  4.450 nAmps >  2.000 nA high limit (Keithley 2400.Hipot & Measure Current) [Failed: value suspect]
 88, CUSTOM, E39 (DIB - SIGNAL), , 226 pA, ," Measured 225.923 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 89, CUSTOM, E41 (DIB - SIGNAL), , 138 pA, ," Measured 137.550 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 90, CUSTOM, E47 (DIB - SIGNAL), , 219 pA, ," Measured 219.371 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 91, CUSTOM, E49 (DIB - SIGNAL), , 315 pA, ," Measured 314.931 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 92, CUSTOM, E51 (DIB - SIGNAL), , 193 pA, ," Measured 193.370 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 93, CUSTOM, E53 (DIB - SIGNAL), , 117 pA, ," Measured 117.359 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 94, CUSTOM, E58 (DIB - SIGNAL), , 226 pA, ," Measured 226.447 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 95, CUSTOM, E60 (DIB - SIGNAL), , 255 pA, ," Measured 254.643 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 96, CUSTOM, E62 (DIB - SIGNAL), , 161 pA, ," Measured 161.454 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 97, CUSTOM, E64 (DIB - SIGNAL), , 117 pA, ," Measured 117.009 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 98, CUSTOM, E69 (DIB - SIGNAL), , 104 pA, ," Measured 104.131 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 99, CUSTOM, E71 (DIB - SIGNAL), , 125 pA, ," Measured 125.196 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 100, CUSTOM, E73 (DIB - SIGNAL), , 136 pA, ," Measured 135.627 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 101, CUSTOM, E75 (DIB - SIGNAL), , 146 pA, ," Measured 146.171 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 102, CUSTOM, E80 (DIB - SIGNAL), , 290 pA, ," Measured 290.342 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 103, CUSTOM, E82 (DIB - SIGNAL), , 401 pA, ," Measured 400.744 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 104, CUSTOM, E84 (DIB - SIGNAL), , 557 pA, ," Measured 557.465 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 105, CUSTOM, E86 (DIB - SIGNAL), , 492 pA, ," Measured 492.270 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 106, CUSTOM, G2 (DIB - SIGNAL), , 858 pA, ," Measured 858.197 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 107, CUSTOM, G4 (DIB - SIGNAL), , 476 pA, ," Measured 476.266 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 108, CUSTOM, G6 (DIB - SIGNAL), , 248 pA, ," Measured 248.016 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 109, CUSTOM, G8 (DIB - SIGNAL), , 361 pA, ," Measured 361.026 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 110, CUSTOM, G13 (DIB - SIGNAL), , 291 pA, ," Measured 291.083 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 111, CUSTOM, G15 (DIB - SIGNAL), , 261 pA, ," Measured 261.089 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 112, CUSTOM, G17 (DIB - SIGNAL), , 355 pA, ," Measured 355.223 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 113, CUSTOM, G19 (DIB - SIGNAL), , 336 pA, ," Measured 335.640 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 114, CUSTOM, G24 (DIB - SIGNAL), , 279 pA, ," Measured 278.589 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 115, CUSTOM, G26 (DIB - SIGNAL), , 255 pA, ," Measured 254.692 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 116, CUSTOM, G28 (DIB - SIGNAL), , 501 pA, ," Measured 500.827 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 117, CUSTOM, G30 (DIB - SIGNAL), , 237 pA, ," Measured 237.151 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 118, CUSTOM, G35 (DIB - SIGNAL), , 239 pA, ," Measured 239.220 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 119, CUSTOM, G37 (DIB - SIGNAL), , 963 pA, ," Measured 962.572 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 120, CUSTOM, G39 (DIB - SIGNAL), , 3.904 nA, ,  Measured  3.904 nAmps >  2.000 nA high limit (Keithley 2400.Hipot & Measure Current) [Failed: value suspect]
 121, CUSTOM, G41 (DIB - SIGNAL), , 191 pA, ," Measured 191.419 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 122, CUSTOM, G47 (DIB - SIGNAL), , 285 pA, ," Measured 284.588 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 123, CUSTOM, G49 (DIB - SIGNAL), , 217 pA, ," Measured 216.924 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 124, CUSTOM, G51 (DIB - SIGNAL), , 140 pA, ," Measured 140.347 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 125, CUSTOM, G53 (DIB - SIGNAL), , 207 pA, ," Measured 207.129 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 126, CUSTOM, G58 (DIB - SIGNAL), , 288 pA, ," Measured 287.965 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 127, CUSTOM, G60 (DIB - SIGNAL), , 140 pA, ," Measured 139.718 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 128, CUSTOM, G62 (DIB - SIGNAL), , 130 pA, ," Measured 129.517 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 129, CUSTOM, G64 (DIB - SIGNAL), , 127 pA, ," Measured 127.042 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 130, CUSTOM, G69 (DIB - SIGNAL), , 123 pA, ," Measured 123.434 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 131, CUSTOM, G71 (DIB - SIGNAL), , 112 pA, ," Measured 112.073 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 132, CUSTOM, G73 (DIB - SIGNAL), , 139 pA, ," Measured 138.767 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 133, CUSTOM, G75 (DIB - SIGNAL), , 221 pA, ," Measured 221.413 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 134, CUSTOM, G80 (DIB - SIGNAL), , 254 pA, ," Measured 253.657 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 135, CUSTOM, G82 (DIB - SIGNAL), , 455 pA, ," Measured 454.872 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 136, CUSTOM, G84 (DIB - SIGNAL), , 1.096 nA, ," Measured  1.096 nAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 137, CUSTOM, G86 (DIB - SIGNAL), , 466 pA, ," Measured 465.695 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 138, CUSTOM, A44 (DIB - DGS), , 100 pA, ," Measured 100.181 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 139, CUSTOM, B44 (DIB - DGS), , 104 pA, ," Measured 103.564 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 140, CUSTOM, F44 (DIB - DGS), , 126 pA, ," Measured 126.105 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 141, CUSTOM, G44 (DIB - DGS), , 241 pA, ," Measured 241.129 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"

