 Title:, Report generated using easywire version: 2020.2.0.7090

 S/N:, 0163AE7061
 Final Test Result:, Failed
 Station ID:, flex
 Test Date:, 28/8/2025
 Test Time:, 5:09:13 PM
 Test Name:, 11796-0315-Leakage Rev A_MOD FOR FLEX
 Fixture Status:, Fixture failed verification on 31/1/2024 3:17:42 PM

 Title:, Revision Information

 Last Modified:, 30/1/2024 4:10:38 PM
 Revision:, 
 Modified By:, Test Engineer
 Comment:, 

 Title:, Error Details

 #, Type, From Points, To Points, Expected 1, Measured 1, Instruction Detail
 33, CUSTOM, A64 (DIB - SIGNAL), , 62 pA, ," Measured 61.588 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 34, CUSTOM, A69 (DIB - SIGNAL), , 56 pA, ," Measured 56.198 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 35, CUSTOM, A71 (DIB - SIGNAL), , 55 pA, ," Measured 54.681 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 36, CUSTOM, A73 (DIB - SIGNAL), , 65 pA, ," Measured 64.902 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 37, CUSTOM, A75 (DIB - SIGNAL), , 56 pA, ," Measured 56.184 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 38, CUSTOM, A80 (DIB - SIGNAL), , 75 pA, ," Measured 74.942 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 39, CUSTOM, A82 (DIB - SIGNAL), , 84 pA, ," Measured 84.394 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 40, CUSTOM, A84 (DIB - SIGNAL), , 70 pA, ," Measured 70.264 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 41, CUSTOM, A86 (DIB - SIGNAL), , 74 pA, ," Measured 74.438 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 42, CUSTOM, C2 (DIB - SIGNAL), , 108 pA, ," Measured 108.186 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 43, CUSTOM, C4 (DIB - SIGNAL), , 94 pA, ," Measured 93.672 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 44, CUSTOM, C6 (DIB - SIGNAL), , 78 pA, ," Measured 77.606 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 45, CUSTOM, C8 (DIB - SIGNAL), , 125 pA, ," Measured 124.854 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 46, CUSTOM, C13 (DIB - SIGNAL), , 89 pA, ," Measured 89.128 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 47, CUSTOM, C15 (DIB - SIGNAL), , 105 pA, ," Measured 104.977 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 48, CUSTOM, C17 (DIB - SIGNAL), , 73 pA, ," Measured 72.712 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 49, CUSTOM, C19 (DIB - SIGNAL), , 68 pA, ," Measured 67.776 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 50, CUSTOM, C24 (DIB - SIGNAL), , 62 pA, ," Measured 62.434 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 51, CUSTOM, C26 (DIB - SIGNAL), , 66 pA, ," Measured 65.587 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 52, CUSTOM, C28 (DIB - SIGNAL), , 86 pA, ," Measured 86.282 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 53, CUSTOM, C30 (DIB - SIGNAL), , 78 pA, ," Measured 77.969 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 54, CUSTOM, C35 (DIB - SIGNAL), , 72 pA, ," Measured 71.628 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 55, CUSTOM, C37 (DIB - SIGNAL), , 73 pA, ," Measured 73.054 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 56, CUSTOM, C39 (DIB - SIGNAL), , 62 pA, ," Measured 61.553 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 57, CUSTOM, C41 (DIB - SIGNAL), , 48 pA, ," Measured 48.409 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 58, CUSTOM, C47 (DIB - SIGNAL), , 60 pA, ," Measured 60.497 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 59, CUSTOM, C49 (DIB - SIGNAL), , 71 pA, ," Measured 71.103 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 60, CUSTOM, C51 (DIB - SIGNAL), , 69 pA, ," Measured 69.125 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 61, CUSTOM, C53 (DIB - SIGNAL), , 70 pA, ," Measured 69.775 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 62, CUSTOM, C58 (DIB - SIGNAL), , 67 pA, ," Measured 66.902 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 63, CUSTOM, C60 (DIB - SIGNAL), , 65 pA, ," Measured 65.014 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 64, CUSTOM, C62 (DIB - SIGNAL), , 73 pA, ," Measured 72.690 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 65, CUSTOM, C64 (DIB - SIGNAL), , 58 pA, ," Measured 57.561 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 66, CUSTOM, C69 (DIB - SIGNAL), , 69 pA, ," Measured 68.747 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 67, CUSTOM, C71 (DIB - SIGNAL), , 73 pA, ," Measured 73.264 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 68, CUSTOM, C73 (DIB - SIGNAL), , 67 pA, ," Measured 66.657 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 69, CUSTOM, C75 (DIB - SIGNAL), , 69 pA, ," Measured 68.838 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 70, CUSTOM, C80 (DIB - SIGNAL), , 69 pA, ," Measured 68.810 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 71, CUSTOM, C82 (DIB - SIGNAL), , 99 pA, ," Measured 98.692 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 72, CUSTOM, C84 (DIB - SIGNAL), , 74 pA, ," Measured 73.809 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 73, CUSTOM, C86 (DIB - SIGNAL), , 72 pA, ," Measured 71.537 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 74, CUSTOM, E2 (DIB - SIGNAL), , 264 pA, ," Measured 264.439 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 75, CUSTOM, E4 (DIB - SIGNAL), , 80 pA, ," Measured 80.416 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 76, CUSTOM, E6 (DIB - SIGNAL), , 73 pA, ," Measured 72.676 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 77, CUSTOM, E8 (DIB - SIGNAL), , 80 pA, ," Measured 80.010 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 78, CUSTOM, E13 (DIB - SIGNAL), , 57 pA, ," Measured 57.337 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 79, CUSTOM, E15 (DIB - SIGNAL), , 60 pA, ," Measured 59.959 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 80, CUSTOM, E17 (DIB - SIGNAL), , 74 pA, ," Measured 73.571 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 81, CUSTOM, E19 (DIB - SIGNAL), , 235 pA, ," Measured 234.907 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 82, CUSTOM, E24 (DIB - SIGNAL), , 79 pA, ," Measured 78.815 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 83, CUSTOM, E26 (DIB - SIGNAL), , 93 pA, ," Measured 92.553 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 84, CUSTOM, E28 (DIB - SIGNAL), , 136 pA, ," Measured 135.858 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 85, CUSTOM, E30 (DIB - SIGNAL), , 69 pA, ," Measured 69.314 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 86, CUSTOM, E35 (DIB - SIGNAL), , 76 pA, ," Measured 76.053 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 87, CUSTOM, E37 (DIB - SIGNAL), , 68 pA, ," Measured 67.803 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 88, CUSTOM, E39 (DIB - SIGNAL), , 57 pA, ," Measured 56.904 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 89, CUSTOM, E41 (DIB - SIGNAL), , 66 pA, ," Measured 66.496 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 90, CUSTOM, E47 (DIB - SIGNAL), , 62 pA, ," Measured 61.777 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 91, CUSTOM, E49 (DIB - SIGNAL), , 54 pA, ," Measured 54.303 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 92, CUSTOM, E51 (DIB - SIGNAL), , 64 pA, ," Measured 64.454 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 93, CUSTOM, E53 (DIB - SIGNAL), , 65 pA, ," Measured 64.909 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 94, CUSTOM, E58 (DIB - SIGNAL), , 68 pA, ," Measured 68.481 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 95, CUSTOM, E60 (DIB - SIGNAL), , 58 pA, ," Measured 57.617 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 96, CUSTOM, E62 (DIB - SIGNAL), , 74 pA, ," Measured 74.012 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 97, CUSTOM, E64 (DIB - SIGNAL), , 77 pA, ," Measured 76.536 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 98, CUSTOM, E69 (DIB - SIGNAL), , 62 pA, ," Measured 61.944 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 99, CUSTOM, E71 (DIB - SIGNAL), , 81 pA, ," Measured 81.073 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 100, CUSTOM, E73 (DIB - SIGNAL), , 80 pA, ," Measured 79.654 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 101, CUSTOM, E75 (DIB - SIGNAL), , 107 pA, ," Measured 106.648 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 102, CUSTOM, E80 (DIB - SIGNAL), , 83 pA, ," Measured 83.192 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 103, CUSTOM, E82 (DIB - SIGNAL), , 80 pA, ," Measured 79.584 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 104, CUSTOM, E84 (DIB - SIGNAL), , 8.974 nA, ,  Measured  8.974 nAmps >  2.000 nA high limit (Keithley 2400.Hipot & Measure Current) [Failed: value suspect]
 105, CUSTOM, E86 (DIB - SIGNAL), , 64 pA, ," Measured 63.937 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 106, CUSTOM, G2 (DIB - SIGNAL), , 206 pA, ," Measured 205.696 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 107, CUSTOM, G4 (DIB - SIGNAL), , 129 pA, ," Measured 129.195 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 108, CUSTOM, G6 (DIB - SIGNAL), , 63 pA, ," Measured 63.385 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 109, CUSTOM, G8 (DIB - SIGNAL), , 79 pA, ," Measured 78.871 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 110, CUSTOM, G13 (DIB - SIGNAL), , 103 pA, ," Measured 102.551 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 111, CUSTOM, G15 (DIB - SIGNAL), , 85 pA, ," Measured 85.317 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 112, CUSTOM, G17 (DIB - SIGNAL), , 95 pA, ," Measured 95.259 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 113, CUSTOM, G19 (DIB - SIGNAL), , 139 pA, ," Measured 139.179 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 114, CUSTOM, G24 (DIB - SIGNAL), , 132 pA, ," Measured 131.670 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 115, CUSTOM, G26 (DIB - SIGNAL), , 97 pA, ," Measured 97.384 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 116, CUSTOM, G28 (DIB - SIGNAL), , 78 pA, ," Measured 78.416 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 117, CUSTOM, G30 (DIB - SIGNAL), , 82 pA, ," Measured 82.227 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 118, CUSTOM, G35 (DIB - SIGNAL), , 80 pA, ," Measured 79.996 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 119, CUSTOM, G37 (DIB - SIGNAL), , 78 pA, ," Measured 78.123 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 120, CUSTOM, G39 (DIB - SIGNAL), , 97 pA, ," Measured 97.258 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 121, CUSTOM, G41 (DIB - SIGNAL), , 79 pA, ," Measured 79.213 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 122, CUSTOM, G47 (DIB - SIGNAL), , 68 pA, ," Measured 68.418 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 123, CUSTOM, G49 (DIB - SIGNAL), , 75 pA, ," Measured 75.165 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 124, CUSTOM, G51 (DIB - SIGNAL), , 61 pA, ," Measured 61.238 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 125, CUSTOM, G53 (DIB - SIGNAL), , 68 pA, ," Measured 68.069 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 126, CUSTOM, G58 (DIB - SIGNAL), , 70 pA, ," Measured 70.047 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 127, CUSTOM, G60 (DIB - SIGNAL), , 79 pA, ," Measured 78.920 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 128, CUSTOM, G62 (DIB - SIGNAL), , 76 pA, ," Measured 76.242 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 129, CUSTOM, G64 (DIB - SIGNAL), , 74 pA, ," Measured 73.844 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 130, CUSTOM, G69 (DIB - SIGNAL), , 64 pA, ," Measured 64.147 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 131, CUSTOM, G71 (DIB - SIGNAL), , 70 pA, ," Measured 69.782 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 132, CUSTOM, G73 (DIB - SIGNAL), , 63 pA, ," Measured 62.839 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 133, CUSTOM, G75 (DIB - SIGNAL), , 66 pA, ," Measured 66.356 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 134, CUSTOM, G80 (DIB - SIGNAL), , 64 pA, ," Measured 64.405 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 135, CUSTOM, G82 (DIB - SIGNAL), , 66 pA, ," Measured 66.090 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 136, CUSTOM, G84 (DIB - SIGNAL), , 354 pA, ," Measured 354.314 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 137, CUSTOM, G86 (DIB - SIGNAL), , 103 pA, ," Measured 102.530 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 138, CUSTOM, A44 (DIB - DGS), , 63 pA, ," Measured 62.818 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 139, CUSTOM, B44 (DIB - DGS), , 79 pA, ," Measured 79.395 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 140, CUSTOM, F44 (DIB - DGS), , 79 pA, ," Measured 79.038 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"
 141, CUSTOM, G44 (DIB - DGS), , 94 pA, ," Measured 93.727 pAmps [,  2.000 nA] (Keithley 2400.Hipot & Measure Current)"

